               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 165,            0.019635,             0.01529,                   0,             0.93655,             0.86957,             0.85695,             0.73812,            0.019399,            0.012908,                   0,            0.001882,            0.001882,            0.001882
                 166,            0.018206,            0.015837,                   0,             0.93273,             0.86957,             0.85637,             0.70335,            0.020087,            0.013032,                   0,           0.0018325,           0.0018325,           0.0018325
                 167,            0.020214,             0.01566,                   0,             0.93059,             0.86957,             0.85823,             0.72442,            0.019744,            0.013129,                   0,            0.001783,            0.001783,            0.001783
                 168,            0.019592,            0.014801,                   0,             0.93059,             0.86957,             0.85823,             0.72442,            0.019744,            0.013129,                   0,           0.0017335,           0.0017335,           0.0017335
                 169,             0.02127,            0.020168,                   0,             0.90669,             0.86957,             0.85893,             0.72883,            0.019342,            0.013075,                   0,            0.001684,            0.001684,            0.001684
                 170,            0.018038,            0.013219,                   0,             0.90542,             0.86957,             0.85722,             0.73236,            0.019106,             0.01296,                   0,           0.0016345,           0.0016345,           0.0016345
                 171,            0.017826,            0.016746,                   0,             0.91742,             0.86957,              0.8598,             0.73188,            0.019317,            0.012928,                   0,            0.001585,            0.001585,            0.001585
                 172,            0.019356,            0.016852,                   0,             0.91742,             0.86957,              0.8598,             0.73188,            0.019317,            0.012928,                   0,           0.0015355,           0.0015355,           0.0015355
                 173,             0.01761,            0.017934,                   0,             0.89482,             0.86957,             0.85806,             0.73054,            0.019249,            0.012801,                   0,            0.001486,            0.001486,            0.001486
                 174,            0.020268,            0.020954,                   0,             0.90895,             0.86818,              0.8577,             0.72068,            0.019673,            0.012804,                   0,           0.0014365,           0.0014365,           0.0014365
                 175,             0.02096,            0.016562,                   0,             0.90849,             0.86351,             0.85996,              0.7301,            0.019122,            0.012708,                   0,            0.001387,            0.001387,            0.001387
                 176,            0.019829,            0.020537,                   0,             0.90849,             0.86351,             0.85996,              0.7301,            0.019122,            0.012708,                   0,           0.0013375,           0.0013375,           0.0013375
                 177,            0.019702,            0.022199,                   0,             0.90797,             0.85827,             0.85755,             0.70971,            0.019089,              0.0125,                   0,            0.001288,            0.001288,            0.001288
                 178,            0.017452,            0.017269,                   0,             0.90774,             0.85596,             0.86002,             0.71429,            0.020031,            0.012465,                   0,           0.0012385,           0.0012385,           0.0012385
                 179,            0.020138,            0.014807,                   0,             0.90792,             0.85779,             0.86078,             0.70895,            0.019778,            0.012316,                   0,            0.001189,            0.001189,            0.001189
                 180,            0.019151,            0.015343,                   0,             0.90792,             0.85779,             0.86078,             0.70895,            0.019778,            0.012316,                   0,           0.0011395,           0.0011395,           0.0011395
                 181,            0.019486,            0.021533,                   0,             0.89877,             0.86957,             0.85921,             0.72488,            0.019636,            0.012283,                   0,             0.00109,             0.00109,             0.00109
                 182,            0.021426,            0.020172,                   0,             0.89866,             0.86957,             0.85938,             0.72357,            0.019499,            0.012353,                   0,           0.0010405,           0.0010405,           0.0010405
                 183,            0.020064,             0.01447,                   0,             0.89801,             0.86957,             0.86409,             0.72863,            0.019698,            0.012364,                   0,            0.000991,            0.000991,            0.000991
                 184,            0.018946,            0.017202,                   0,             0.89801,             0.86957,             0.86409,             0.72863,            0.019698,            0.012364,                   0,           0.0009415,           0.0009415,           0.0009415
                 185,            0.020241,            0.018977,                   0,             0.90089,             0.86957,             0.86563,             0.72682,            0.019972,             0.01238,                   0,            0.000892,            0.000892,            0.000892
                 186,            0.019549,             0.01743,                   0,             0.90369,             0.86957,             0.86626,              0.7265,            0.019746,            0.012322,                   0,           0.0008425,           0.0008425,           0.0008425
                 187,            0.020295,            0.018457,                   0,             0.90448,             0.86957,             0.86458,             0.72514,             0.01959,            0.012169,                   0,            0.000793,            0.000793,            0.000793
                 188,            0.020292,            0.017325,                   0,             0.90448,             0.86957,             0.86458,             0.72514,             0.01959,            0.012169,                   0,           0.0007435,           0.0007435,           0.0007435
                 189,            0.021472,            0.016675,                   0,             0.90427,             0.86957,             0.86618,             0.72967,             0.01966,            0.012077,                   0,            0.000694,            0.000694,            0.000694
                 190,            0.019212,             0.01648,                   0,             0.90154,             0.86957,              0.8658,             0.72855,            0.019725,            0.012057,                   0,           0.0006445,           0.0006445,           0.0006445
                 191,            0.018518,            0.014338,                   0,              0.8995,             0.86957,             0.86646,             0.74047,            0.019215,            0.012011,                   0,            0.000595,            0.000595,            0.000595
                 192,            0.019921,             0.01768,                   0,              0.8995,             0.86957,             0.86646,             0.74047,            0.019215,            0.012011,                   0,           0.0005455,           0.0005455,           0.0005455
                 193,            0.017286,            0.015539,                   0,             0.90029,             0.86957,             0.86714,             0.74867,            0.019185,            0.012054,                   0,            0.000496,            0.000496,            0.000496
                 194,             0.02064,            0.020639,                   0,             0.89748,             0.86957,             0.86727,             0.74091,            0.019164,            0.012031,                   0,           0.0004465,           0.0004465,           0.0004465
                 195,            0.019399,            0.019911,                   0,              0.8968,             0.86957,             0.86786,             0.74351,            0.019094,            0.012141,                   0,            0.000397,            0.000397,            0.000397
                 196,            0.016596,            0.016064,                   0,              0.8968,             0.86957,             0.86786,             0.74351,            0.019094,            0.012141,                   0,           0.0003475,           0.0003475,           0.0003475
                 197,            0.018848,            0.021076,                   0,              0.9012,             0.86957,             0.86849,             0.73999,            0.019181,            0.012344,                   0,            0.000298,            0.000298,            0.000298
                 198,            0.017408,              0.0151,                   0,             0.89965,             0.86957,             0.86799,             0.73244,            0.019195,             0.01239,                   0,           0.0002485,           0.0002485,           0.0002485
                 199,            0.020847,            0.019878,                   0,              0.9051,             0.86957,             0.86762,             0.72561,            0.019186,            0.012412,                   0,            0.000199,            0.000199,            0.000199
